"m","n","p","heter","tau","distri","method","rate","length","tp"
41,100,100,1,0.5,cauchy,cocqs,0.3,91,1
41,100,100,1,0.75,normal,cqcs,0.23,50,2
41,100,100,1,0.75,normal,aocqs,0.23,56,1
41,100,100,1,0.75,normal,cocqs,0.23,57,1
41,100,100,1,0.75,cauchy,cqcs,0.32,10,3
41,100,100,1,0.75,cauchy,aocqs,0.32,59,2
41,100,100,1,0.75,cauchy,cocqs,0.32,82,2
41,100,200,0,0.25,normal,cqcs,0.23,4,3
41,100,200,0,0.25,normal,aocqs,0.23,4,3
41,100,200,0,0.25,normal,cocqs,0.23,10,3
41,100,200,0,0.25,cauchy,cqcs,0.37,21,3
41,100,200,0,0.25,cauchy,aocqs,0.37,21,3
41,100,200,0,0.25,cauchy,cocqs,0.37,199,0
41,100,200,0,0.5,normal,cqcs,0.23,4,3
41,100,200,0,0.5,normal,aocqs,0.23,6,3
41,100,200,0,0.5,normal,cocqs,0.23,20,3
41,100,200,0,0.5,cauchy,cqcs,0.37,3,3
41,100,200,0,0.5,cauchy,aocqs,0.37,3,3
41,100,200,0,0.5,cauchy,cocqs,0.37,70,2
41,100,200,0,0.75,normal,cqcs,0.23,3,3
41,100,200,0,0.75,normal,aocqs,0.23,3,3
41,100,200,0,0.75,normal,cocqs,0.23,29,2
41,100,200,0,0.75,cauchy,cqcs,0.37,3,3
41,100,200,0,0.75,cauchy,aocqs,0.37,22,2
41,100,200,0,0.75,cauchy,cocqs,0.37,88,1
41,100,200,1,0.25,normal,cqcs,0.28,7,3
41,100,200,1,0.25,normal,aocqs,0.28,7,3
41,100,200,1,0.25,normal,cocqs,0.28,113,1
41,100,200,1,0.25,cauchy,cqcs,0.4,28,2
41,100,200,1,0.25,cauchy,aocqs,0.4,28,2
41,100,200,1,0.25,cauchy,cocqs,0.4,154,1
41,100,200,1,0.5,normal,cqcs,0.28,7,3
41,100,200,1,0.5,normal,aocqs,0.28,11,3
41,100,200,1,0.5,normal,cocqs,0.28,124,1
41,100,200,1,0.5,cauchy,cqcs,0.38,22,2
41,100,200,1,0.5,cauchy,aocqs,0.38,20,3
41,100,200,1,0.5,cauchy,cocqs,0.38,152,1
41,100,200,1,0.75,normal,cqcs,0.18,55,2
41,100,200,1,0.75,normal,aocqs,0.18,77,2
41,100,200,1,0.75,normal,cocqs,0.18,136,1
41,100,200,1,0.75,cauchy,cqcs,0.34,108,1
41,100,200,1,0.75,cauchy,aocqs,0.34,118,1
41,100,200,1,0.75,cauchy,cocqs,0.34,182,1
41,100,500,0,0.25,normal,cqcs,0.24,3,3
41,100,500,0,0.25,normal,aocqs,0.24,3,3
41,100,500,0,0.25,normal,cocqs,0.24,32,2
41,100,500,0,0.25,cauchy,cqcs,0.28,468,2
41,100,500,0,0.25,cauchy,aocqs,0.28,468,2
41,100,500,0,0.25,cauchy,cocqs,0.28,493,1
41,100,500,0,0.5,normal,cqcs,0.24,4,3
41,100,500,0,0.5,normal,aocqs,0.24,4,3
41,100,500,0,0.5,normal,cocqs,0.24,7,3
41,100,500,0,0.5,cauchy,cqcs,0.28,50,2
41,100,500,0,0.5,cauchy,aocqs,0.28,50,2
41,100,500,0,0.5,cauchy,cocqs,0.28,166,1
